In2Se3_bronze from Matlab for Lammps
86 1 22.565977 -1.150000 41.561678
87 1 19.235522 0.900000 43.204064
88 1 28.789832 -1.150000 37.519889
89 1 25.757306 0.900000 39.663052
90 1 34.304785 -1.150000 32.554235
91 1 31.644859 0.900000 35.145403
92 1 38.975040 -1.150000 26.786988
93 1 36.753210 0.900000 29.762359
94 1 42.685601 -1.150000 20.360156
95 1 40.956576 0.900000 23.646466
96 1 45.345100 -1.150000 13.431990
97 1 44.151455 0.900000 16.948319
98 1 46.888053 -1.150000 6.173083
99 1 46.259178 0.900000 9.832848
100 1 47.276466 -1.150000 -1.237825
101 1 47.227847 0.900000 2.475259
102 1 46.500776 -1.150000 -8.618254
103 1 47.033610 0.900000 -4.943278
104 1 44.580082 -1.150000 -15.786473
105 1 45.681249 0.900000 -12.240096
106 1 41.561679 -1.150000 -22.565976
107 1 43.204064 0.900000 -19.235521
108 1 37.519889 -1.150000 -28.789831
109 1 39.663052 0.900000 -25.757305
110 1 32.554235 -1.150000 -34.304784
111 1 35.145404 0.900000 -31.644858
112 1 26.786988 -1.150000 -38.975039
113 1 29.762359 0.900000 -36.753210
114 1 20.360157 -1.150000 -42.685600
115 1 23.646467 0.900000 -40.956575
116 1 13.431990 -1.150000 -45.345100
117 1 16.948320 0.900000 -44.151454
118 1 6.173084 -1.150000 -46.888053
119 1 9.832849 0.900000 -46.259178
120 1 -1.237824 -1.150000 -47.276466
121 1 2.475260 0.900000 -47.227847
122 1 -8.618253 -1.150000 -46.500776
123 1 -4.943277 0.900000 -47.033610
124 1 -15.786472 -1.150000 -44.580082
125 1 -12.240095 0.900000 -45.681249
126 1 -22.565976 -1.150000 -41.561679
127 1 -19.235521 0.900000 -43.204065
128 1 -28.789830 -1.150000 -37.519890
129 1 -25.757304 0.900000 -39.663053
130 1 -34.304783 -1.150000 -32.554236
131 1 -31.644857 0.900000 -35.145405
132 1 -38.975039 -1.150000 -26.786989
133 1 -36.753209 0.900000 -29.762360
134 1 -42.685600 -1.150000 -20.360158
135 1 -40.956575 0.900000 -23.646468
136 1 -45.345100 -1.150000 -13.431991
137 1 -44.151454 0.900000 -16.948320
138 1 -46.888053 -1.150000 -6.173085
139 1 -46.259178 0.900000 -9.832850
140 1 -47.276466 -1.150000 1.237823
141 1 -47.227847 0.900000 -2.475261
142 1 -46.500776 -1.150000 8.618252
143 1 -47.033610 0.900000 4.943276
144 1 -44.580083 -1.150000 15.786471
145 1 -45.681249 0.900000 12.240094
146 1 -41.561680 -1.150000 22.565975
147 1 -43.204065 0.900000 19.235520
148 1 -37.519890 -1.150000 28.789829
149 1 -39.663053 0.900000 25.757303
150 1 -32.554237 -1.150000 34.304783
151 1 -35.145405 0.900000 31.644856
152 1 -26.786990 -1.150000 38.975038
153 1 -29.762361 0.900000 36.753208
154 1 -20.360158 -1.150000 42.685599
155 1 -23.646468 0.900000 40.956574
156 1 -13.431992 -1.150000 45.345099
157 1 -16.948321 0.900000 44.151454
158 1 -6.173086 -1.150000 46.888052
159 1 -9.832850 0.900000 46.259177
160 1 -2.475262 0.900000 47.227847
161 2 3.279389 -1.150000 41.665477
162 2 0.000245 0.900000 41.794334
163 2 9.756931 -1.150000 40.639496
164 2 6.538316 0.900000 41.279738
165 2 15.994225 -1.150000 38.612836
166 2 12.915392 0.900000 39.748698
167 2 21.837688 -1.150000 35.635400
168 2 18.974448 0.900000 37.238913
169 2 27.143434 -1.150000 31.780502
170 2 24.566291 0.900000 33.812183
171 2 31.780819 -1.150000 27.143063
172 2 29.553230 0.900000 29.552884
173 2 35.635655 -1.150000 21.837271
174 2 33.812470 0.900000 24.565896
175 2 38.613023 -1.150000 15.993774
176 2 37.239135 0.900000 18.974013
177 2 40.639610 -1.150000 9.756456
178 2 39.748849 0.900000 12.914928
179 2 41.665515 -1.150000 3.278903
180 2 41.279815 0.900000 6.537833
181 2 41.665477 -1.150000 -3.279389
182 2 41.794334 0.900000 -0.000244
183 2 40.639496 -1.150000 -9.756930
184 2 41.279738 0.900000 -6.538315
185 2 38.612837 -1.150000 -15.994224
186 2 39.748698 0.900000 -12.915391
187 2 35.635401 -1.150000 -21.837687
188 2 37.238914 0.900000 -18.974448
189 2 31.780503 -1.150000 -27.143434
190 2 33.812183 0.900000 -24.566290
191 2 27.143064 -1.150000 -31.780819
192 2 29.552885 0.900000 -29.553229
193 2 21.837272 -1.150000 -35.635655
194 2 24.565896 0.900000 -33.812469
195 2 15.993775 -1.150000 -38.613023
196 2 18.974014 0.900000 -37.239135
197 2 9.756457 -1.150000 -40.639610
198 2 12.914928 0.900000 -39.748849
199 2 3.278903 -1.150000 -41.665515
200 2 6.537834 0.900000 -41.279814
201 2 -3.279388 -1.150000 -41.665477
202 2 -0.000243 0.900000 -41.794334
203 2 -9.756930 -1.150000 -40.639497
204 2 -6.538314 0.900000 -41.279738
205 2 -15.994223 -1.150000 -38.612837
206 2 -12.915390 0.900000 -39.748699
207 2 -21.837686 -1.150000 -35.635401
208 2 -18.974447 0.900000 -37.238914
209 2 -27.143433 -1.150000 -31.780503
210 2 -24.566289 0.900000 -33.812184
211 2 -31.780818 -1.150000 -27.143064
212 2 -29.553228 0.900000 -29.552886
213 2 -35.635654 -1.150000 -21.837273
214 2 -33.812469 0.900000 -24.565897
215 2 -38.613022 -1.150000 -15.993775
216 2 -37.239134 0.900000 -18.974015
217 2 -40.639610 -1.150000 -9.756458
218 2 -39.748849 0.900000 -12.914929
219 2 -41.665515 -1.150000 -3.278904
220 2 -41.279814 0.900000 -6.537835
221 2 -41.665477 -1.150000 3.279387
222 2 -41.794334 0.900000 0.000242
223 2 -40.639497 -1.150000 9.756929
224 2 -41.279739 0.900000 6.538313
225 2 -38.612837 -1.150000 15.994223
226 2 -39.748699 0.900000 12.915390
227 2 -35.635401 -1.150000 21.837686
228 2 -37.238914 0.900000 18.974446
229 2 -31.780504 -1.150000 27.143432
230 2 -33.812184 0.900000 24.566289
231 2 -27.143065 -1.150000 31.780818
232 2 -29.552886 0.900000 29.553228
233 2 -21.837274 -1.150000 35.635654
234 2 -24.565898 0.900000 33.812468
235 2 -15.993776 -1.150000 38.613022
236 2 -18.974015 0.900000 37.239134
237 2 -9.756459 -1.150000 40.639610
238 2 -12.914930 0.900000 39.748848
239 2 -3.278905 -1.150000 41.665515
240 2 -6.537836 0.900000 41.279814
241 2 5.953641 -1.150000 45.222670
242 2 2.387158 0.900000 45.550381
243 2 12.954726 -1.150000 43.734549
244 2 9.483417 0.900000 44.616147
245 2 19.636822 -1.150000 41.169539
246 2 16.346164 0.900000 42.583314
247 2 25.835395 -1.150000 37.590798
248 2 22.806413 0.900000 39.501940
249 2 31.397815 -1.150000 33.086447
250 2 28.705093 0.900000 35.447896
251 2 36.187116 -1.150000 27.767397
252 2 33.896959 0.900000 30.521008
253 2 40.085371 -1.150000 21.764623
254 2 38.254168 0.900000 24.842591
255 2 42.996590 -1.150000 15.225931
256 2 41.669433 0.900000 18.552468
257 2 44.849091 -1.150000 8.312326
258 2 44.058659 0.900000 11.805521
259 2 45.597259 -1.150000 1.194044
260 2 45.363014 0.900000 4.767882
261 2 45.222670 -1.150000 -5.953640
262 2 45.550381 0.900000 -2.387157
263 2 43.734550 -1.150000 -12.954725
264 2 44.616147 0.900000 -9.483416
265 2 41.169539 -1.150000 -19.636821
266 2 42.583315 0.900000 -16.346163
267 2 37.590799 -1.150000 -25.835394
268 2 39.501940 0.900000 -22.806412
269 2 33.086447 -1.150000 -31.397814
270 2 35.447897 0.900000 -28.705092
271 2 27.767398 -1.150000 -36.187116
272 2 30.521009 0.900000 -33.896958
273 2 21.764623 -1.150000 -40.085370
274 2 24.842592 0.900000 -38.254168
275 2 15.225931 -1.150000 -42.996590
276 2 18.552468 0.900000 -41.669433
277 2 8.312326 -1.150000 -44.849091
278 2 11.805521 0.900000 -44.058659
279 2 1.194044 -1.150000 -45.597259
280 2 4.767883 0.900000 -45.363014
281 2 -5.953639 -1.150000 -45.222670
282 2 -2.387156 0.900000 -45.550381
283 2 -12.954724 -1.150000 -43.734550
284 2 -9.483416 0.900000 -44.616147
285 2 -19.636821 -1.150000 -41.169540
286 2 -16.346162 0.900000 -42.583315
287 2 -25.835394 -1.150000 -37.590799
288 2 -22.806412 0.900000 -39.501941
289 2 -31.397814 -1.150000 -33.086448
290 2 -28.705092 0.900000 -35.447898
291 2 -36.187115 -1.150000 -27.767399
292 2 -33.896957 0.900000 -30.521010
293 2 -40.085370 -1.150000 -21.764624
294 2 -38.254167 0.900000 -24.842593
295 2 -42.996590 -1.150000 -15.225932
296 2 -41.669433 0.900000 -18.552469
297 2 -44.849091 -1.150000 -8.312327
298 2 -44.058658 0.900000 -11.805522
299 2 -45.597259 -1.150000 -1.194045
300 2 -45.363014 0.900000 -4.767884
301 2 -45.222671 -1.150000 5.953638
302 2 -45.550381 0.900000 2.387155
303 2 -43.734550 -1.150000 12.954723
304 2 -44.616147 0.900000 9.483415
305 2 -41.169540 -1.150000 19.636820
306 2 -42.583315 0.900000 16.346161
307 2 -37.590800 -1.150000 25.835393
308 2 -39.501941 0.900000 22.806411
309 2 -33.086449 -1.150000 31.397813
310 2 -35.447898 0.900000 28.705091
311 2 -27.767400 -1.150000 36.187115
312 2 -30.521010 0.900000 33.896957
313 2 -21.764625 -1.150000 40.085369
314 2 -24.842594 0.900000 38.254167
315 2 -15.225933 -1.150000 42.996589
316 2 -18.552470 0.900000 41.669432
317 2 -8.312328 -1.150000 44.849091
318 2 -11.805523 0.900000 44.058658
319 2 -1.194046 -1.150000 45.597259
320 2 -4.767885 0.900000 45.363014
321 2 3.814822 -1.150000 48.473348
322 2 11.350758 -1.150000 47.279791
323 2 7.606237 0.900000 48.024613
324 2 18.607200 -1.150000 44.922048
325 2 15.025296 0.900000 46.243473
326 2 25.405471 -1.150000 41.458176
327 2 22.074383 0.900000 43.323665
328 2 31.578175 -1.150000 36.973466
329 2 28.579925 0.900000 39.337084
330 2 36.973319 -1.150000 31.578347
331 2 34.381734 0.900000 34.381894
332 2 41.458058 -1.150000 25.405663
333 2 39.336951 0.900000 28.580108
334 2 44.921962 -1.150000 18.607409
335 2 43.323562 0.900000 22.074585
336 2 47.279738 -1.150000 11.350977
337 2 46.243403 0.900000 15.025512
338 2 48.473330 -1.150000 3.815048
339 2 48.024578 0.900000 7.606461
340 2 48.473348 -1.150000 -3.814821
341 2 48.623228 0.900000 0.000114
342 2 47.279791 -1.150000 -11.350757
343 2 48.024613 0.900000 -7.606236
344 2 44.922049 -1.150000 -18.607199
345 2 46.243473 0.900000 -15.025296
346 2 41.458177 -1.150000 -25.405470
347 2 43.323665 0.900000 -22.074382
348 2 36.973467 -1.150000 -31.578174
349 2 39.337085 0.900000 -28.579924
350 2 31.578347 -1.150000 -36.973319
351 2 34.381895 0.900000 -34.381734
352 2 25.405664 -1.150000 -41.458057
353 2 28.580109 0.900000 -39.336951
354 2 18.607409 -1.150000 -44.921961
355 2 22.074585 0.900000 -43.323561
356 2 11.350978 -1.150000 -47.279738
357 2 15.025513 0.900000 -46.243402
358 2 3.815049 -1.150000 -48.473330
359 2 7.606462 0.900000 -48.024577
360 2 -3.814820 -1.150000 -48.473348
361 2 0.000115 0.900000 -48.623228
362 2 -11.350756 -1.150000 -47.279791
363 2 -7.606235 0.900000 -48.024613
364 2 -18.607198 -1.150000 -44.922049
365 2 -15.025295 0.900000 -46.243473
366 2 -25.405469 -1.150000 -41.458177
367 2 -22.074381 0.900000 -43.323666
368 2 -31.578173 -1.150000 -36.973467
369 2 -28.579923 0.900000 -39.337085
370 2 -36.973318 -1.150000 -31.578348
371 2 -34.381733 0.900000 -34.381896
372 2 -41.458057 -1.150000 -25.405665
373 2 -39.336950 0.900000 -28.580109
374 2 -44.921961 -1.150000 -18.607410
375 2 -43.323561 0.900000 -22.074586
376 2 -47.279737 -1.150000 -11.350979
377 2 -46.243402 0.900000 -15.025513
378 2 -48.473330 -1.150000 -3.815050
379 2 -48.024577 0.900000 -7.606463
380 2 -48.473348 -1.150000 3.814819
381 2 -48.623228 0.900000 -0.000116
382 2 -47.279791 -1.150000 11.350755
383 2 -48.024613 0.900000 7.606234
384 2 -44.922049 -1.150000 18.607197
385 2 -46.243474 0.900000 15.025294
386 2 -41.458178 -1.150000 25.405468
387 2 -43.323666 0.900000 22.074380
388 2 -36.973468 -1.150000 31.578172
389 2 -39.337086 0.900000 28.579923
390 2 -31.578349 -1.150000 36.973317
391 2 -34.381896 0.900000 34.381732
392 2 -25.405666 -1.150000 41.458056
393 2 -28.580110 0.900000 39.336950
394 2 -18.607411 -1.150000 44.921961
395 2 -22.074587 0.900000 43.323561
396 2 -11.350980 -1.150000 47.279737
397 2 -15.025514 0.900000 46.243402
398 2 -3.815051 -1.150000 48.473330
399 2 -7.606464 0.900000 48.024577
400 2 -0.000117 0.900000 48.623228
