In2Se3_bronze from Matlab for Lammps

400 atoms

2 atom types

-49.623228 49.623228 xlo xhi
-2.150000 1.900000 ylo yhi
-49.623228 49.623228 zlo zhi

Masses

1 1.148180e+02
2 7.896000e+01

Atoms

1 1 5.619694 -1.150000 42.685765
2 1 2.253284 0.900000 42.995096
3 1 12.228031 -1.150000 41.281119
4 1 8.951457 0.900000 42.113263
5 1 18.535273 -1.150000 38.859995
6 1 15.429215 0.900000 40.194463
7 1 24.386116 -1.150000 35.482008
8 1 21.527055 0.900000 37.285941
9 1 29.636491 -1.150000 31.230337
10 1 27.094828 0.900000 33.459316
11 1 34.157118 -1.150000 26.209671
12 1 31.995435 0.900000 28.808812
13 1 37.836683 -1.150000 20.543636
14 1 36.108210 0.900000 23.448939
15 1 40.584583 -1.150000 14.371749
16 1 39.331880 0.900000 17.511675
17 1 42.333156 -1.150000 7.845981
18 1 41.587069 0.900000 11.143216
19 1 43.039347 -1.150000 1.127020
20 1 42.818246 0.900000 4.500374
21 1 42.685766 -1.150000 -5.619693
22 1 42.995096 0.900000 -2.253283
23 1 41.281119 -1.150000 -12.228030
24 1 42.113264 0.900000 -8.951456
25 1 38.859995 -1.150000 -18.535272
26 1 40.194463 0.900000 -15.429214
27 1 35.482008 -1.150000 -24.386115
28 1 37.285942 0.900000 -21.527054
29 1 31.230337 -1.150000 -29.636490
30 1 33.459317 0.900000 -27.094827
31 1 26.209672 -1.150000 -34.157117
32 1 28.808812 0.900000 -31.995435
33 1 20.543637 -1.150000 -37.836682
34 1 23.448939 0.900000 -36.108209
35 1 14.371749 -1.150000 -40.584583
36 1 17.511676 0.900000 -39.331879
37 1 7.845982 -1.150000 -42.333156
38 1 11.143217 0.900000 -41.587068
39 1 1.127020 -1.150000 -43.039347
40 1 4.500374 0.900000 -42.818246
41 1 -5.619692 -1.150000 -42.685766
42 1 -2.253282 0.900000 -42.995096
43 1 -12.228029 -1.150000 -41.281120
44 1 -8.951455 0.900000 -42.113264
45 1 -18.535272 -1.150000 -38.859995
46 1 -15.429214 0.900000 -40.194463
47 1 -24.386114 -1.150000 -35.482009
48 1 -21.527054 0.900000 -37.285942
49 1 -29.636490 -1.150000 -31.230338
50 1 -27.094826 0.900000 -33.459317
51 1 -34.157116 -1.150000 -26.209672
52 1 -31.995434 0.900000 -28.808813
53 1 -37.836682 -1.150000 -20.543638
54 1 -36.108209 0.900000 -23.448940
55 1 -40.584582 -1.150000 -14.371750
56 1 -39.331879 0.900000 -17.511677
57 1 -42.333156 -1.150000 -7.845983
58 1 -41.587068 0.900000 -11.143217
59 1 -43.039347 -1.150000 -1.127021
60 1 -42.818246 0.900000 -4.500375
61 1 -42.685766 -1.150000 5.619691
62 1 -42.995096 0.900000 2.253281
63 1 -41.281120 -1.150000 12.228028
64 1 -42.113264 0.900000 8.951454
65 1 -38.859996 -1.150000 18.535271
66 1 -40.194464 0.900000 15.429213
67 1 -35.482009 -1.150000 24.386113
68 1 -37.285943 0.900000 21.527053
69 1 -31.230338 -1.150000 29.636489
70 1 -33.459318 0.900000 27.094826
71 1 -26.209673 -1.150000 34.157116
72 1 -28.808814 0.900000 31.995434
73 1 -20.543638 -1.150000 37.836681
74 1 -23.448941 0.900000 36.108208
75 1 -14.371751 -1.150000 40.584582
76 1 -17.511677 0.900000 39.331879
77 1 -7.845984 -1.150000 42.333156
78 1 -11.143218 0.900000 41.587068
79 1 -1.127022 -1.150000 43.039347
80 1 -4.500376 0.900000 42.818245
81 1 1.237826 -1.150000 47.276466
82 1 8.618255 -1.150000 46.500776
83 1 4.943279 0.900000 47.033610
84 1 15.786474 -1.150000 44.580082
85 1 12.240097 0.900000 45.681249
