In2Se3_bronze from Matlab for Lammps
92 2 2.415629 1.050000 17.188369
93 2 12.057354 -1.000000 12.485812
94 2 9.197926 1.050000 14.719832
95 2 16.093379 -1.000000 6.502189
96 2 14.389819 1.050000 9.706102
97 2 17.346711 -1.000000 -0.605722
98 2 17.093581 1.050000 3.014099
99 2 15.600640 -1.000000 -7.608897
100 2 16.841707 1.050000 -4.199069
101 2 11.157076 -1.000000 -13.296426
102 2 13.677750 1.050000 -10.686180
103 2 4.784353 -1.000000 -16.684881
104 2 8.148785 1.050000 -15.325554
105 2 -2.415629 -1.000000 -17.188369
106 2 1.210822 1.050000 -17.314999
107 2 -9.197926 -1.000000 -14.719832
108 2 -5.936504 1.050000 -16.310525
109 2 -14.389819 -1.000000 -9.706102
110 2 -12.057354 1.050000 -12.485812
111 2 -17.093581 -1.000000 -3.014099
112 2 -16.093379 1.050000 -6.502189
113 2 -16.841707 -1.000000 4.199069
114 2 -17.346711 1.050000 0.605722
115 2 -13.677750 -1.000000 10.686180
116 2 -15.600640 1.050000 7.608897
117 2 -8.148785 -1.000000 15.325554
118 2 -11.157076 1.050000 13.296426
119 2 -1.210822 -1.000000 17.314999
120 2 -4.784353 1.050000 16.684881
121 2 4.234541 -1.000000 19.922567
122 2 11.971684 -1.000000 16.477827
123 2 8.284141 1.050000 18.606800
124 2 17.638814 -1.000000 10.183922
125 2 15.136007 1.050000 13.628694
126 2 20.256032 -1.000000 2.129123
127 2 19.370720 1.050000 6.294063
128 2 19.370799 -1.000000 -6.293819
129 2 20.256059 1.050000 -2.128869
130 2 15.136178 -1.000000 -13.628504
131 2 17.638942 1.050000 -10.183700
132 2 8.284375 -1.000000 -18.606696
133 2 11.971891 1.050000 -16.477677
134 2 0.000128 -1.000000 -20.367622
135 2 4.234792 1.050000 -19.922514
136 2 -8.284141 -1.000000 -18.606800
137 2 -4.234541 1.050000 -19.922567
138 2 -15.136007 -1.000000 -13.628694
139 2 -11.971684 1.050000 -16.477827
140 2 -19.370720 -1.000000 -6.294063
141 2 -17.638814 1.050000 -10.183922
142 2 -20.256059 -1.000000 2.128869
143 2 -20.256032 1.050000 -2.129123
144 2 -17.638942 -1.000000 10.183700
145 2 -19.370799 1.050000 6.293819
146 2 -11.971891 -1.000000 16.477677
147 2 -15.136178 1.050000 13.628504
148 2 -4.234792 -1.000000 19.922514
149 2 -8.284375 1.050000 18.606696
150 2 -0.000128 1.050000 20.367622
