In2Se3_bronze from Matlab for Lammps
51 1 27.748510 -1.150000 -59.506829
52 1 30.824831 0.900000 -57.973031
53 1 21.376339 -1.150000 -62.081356
54 1 24.596133 0.900000 -60.877523
55 1 14.769963 -1.150000 -63.975704
56 1 18.097953 0.900000 -63.115027
57 1 8.001764 -1.150000 -65.169121
58 1 11.401489 0.900000 -64.661029
59 1 1.145896 -1.150000 -65.648530
60 1 4.580107 0.900000 -65.498589
61 1 -5.722527 -1.150000 -65.408679
62 1 -2.291456 0.900000 -65.618532
63 1 -12.528253 -1.150000 -64.452195
64 1 -9.137913 0.900000 -65.019544
65 1 -19.196716 -1.150000 -62.789559
66 1 -15.884253 0.900000 -63.708187
67 1 -25.654855 -1.150000 -60.438986
68 1 -22.456561 0.900000 -61.698828
69 1 -31.831914 -1.150000 -57.426229
70 1 -28.782831 0.900000 -59.013483
71 1 -37.660216 -1.150000 -53.784298
72 1 -34.793749 0.900000 -55.681573
73 1 -43.075903 -1.150000 -49.553094
74 1 -40.423458 0.900000 -51.739603
75 1 -48.019641 -1.150000 -44.778975
76 1 -45.610280 0.900000 -47.230763
77 1 -52.437266 -1.150000 -39.514247
78 1 -50.297384 0.900000 -42.204451
79 1 -56.280375 -1.150000 -33.816593
80 1 -54.433420 0.900000 -36.715738
81 1 -59.506864 -1.150000 -27.748436
82 1 -57.973070 0.900000 -30.824759
83 1 -62.081382 -1.150000 -21.376261
84 1 -60.877554 0.900000 -24.596056
85 1 -63.975723 -1.150000 -14.769882
86 1 -63.115050 0.900000 -18.097874
87 1 -65.169131 -1.150000 -8.001682
88 1 -64.661043 0.900000 -11.401407
89 1 -65.648531 -1.150000 -1.145813
90 1 -65.498595 0.900000 -4.580024
91 1 -65.408671 -1.150000 5.722609
92 1 -65.618530 0.900000 2.291538
93 1 -64.452179 -1.150000 12.528333
94 1 -65.019533 0.900000 9.137995
95 1 -62.789535 -1.150000 19.196794
96 1 -63.708167 0.900000 15.884333
97 1 -60.438953 -1.150000 25.654931
98 1 -61.698800 0.900000 22.456639
99 1 -57.426189 -1.150000 31.831986
100 1 -59.013447 0.900000 28.782905
101 1 -53.784251 -1.150000 37.660283
102 1 -55.681530 0.900000 34.793818
103 1 -49.553040 -1.150000 43.075965
104 1 -51.739553 0.900000 40.423523
105 1 -44.778915 -1.150000 48.019698
106 1 -47.230706 0.900000 45.610339
107 1 -39.514182 -1.150000 52.437315
108 1 -42.204388 0.900000 50.297437
109 1 -33.816522 -1.150000 56.280417
110 1 -36.715669 0.900000 54.433466
111 1 -27.748361 -1.150000 59.506899
112 1 -30.824686 0.900000 57.973108
113 1 -21.376183 -1.150000 62.081409
114 1 -24.595980 0.900000 60.877585
115 1 -14.769802 -1.150000 63.975742
116 1 -18.097795 0.900000 63.115073
117 1 -8.001600 -1.150000 65.169141
118 1 -11.401326 0.900000 64.661057
119 1 -1.145731 -1.150000 65.648533
120 1 -4.579942 0.900000 65.498601
121 1 1.219547 -1.150000 69.886458
122 1 8.517996 -1.150000 69.376135
123 1 4.875453 0.900000 69.726855
124 1 15.723120 -1.150000 68.105711
125 1 12.137192 0.900000 68.835259
126 1 22.755978 -1.150000 66.089105
127 1 19.265952 0.900000 67.189489
128 1 29.539516 -1.150000 63.348412
129 1 26.183631 0.900000 64.807575
130 1 35.999413 -1.150000 59.913659
131 1 32.814436 0.900000 61.715615
132 1 42.064892 -1.150000 55.822479
133 1 39.085718 0.900000 57.947485
134 1 47.669498 -1.150000 51.119696
135 1 44.928768 0.900000 53.544468
136 1 52.751827 -1.150000 45.856833
137 1 50.279569 0.900000 48.554807
138 1 57.256194 -1.150000 40.091552
139 1 55.079495 0.900000 43.033168
140 1 61.133250 -1.150000 33.887019
141 1 59.275958 0.900000 37.040048
142 1 64.340516 -1.150000 27.311213
143 1 62.822980 0.900000 30.641109
144 1 66.842853 -1.150000 20.436178
145 1 65.681699 0.900000 23.906458
146 1 68.612844 -1.150000 13.337240
147 1 67.820794 0.900000 16.909884
148 1 69.631097 -1.150000 6.092176
149 1 69.216830 0.900000 9.728040
150 1 69.886456 -1.150000 -1.219635
151 1 69.854510 0.900000 2.439614
152 1 69.376124 -1.150000 -8.518083
153 1 69.726849 0.900000 -4.875541
154 1 68.105691 -1.150000 -15.723205
155 1 68.835244 0.900000 -12.137278
156 1 66.089076 -1.150000 -22.756061
157 1 67.189465 0.900000 -19.266037
158 1 63.348375 -1.150000 -29.539596
159 1 64.807542 0.900000 -26.183712
160 1 59.913614 -1.150000 -35.999488
161 1 61.715574 0.900000 -32.814513
162 1 55.822427 -1.150000 -42.064962
163 1 57.947436 0.900000 -39.085791
164 1 51.119636 -1.150000 -47.669562
165 1 53.544412 0.900000 -44.928835
166 1 45.856767 -1.150000 -52.751884
167 1 48.554744 0.900000 -50.279630
168 1 40.091480 -1.150000 -57.256244
169 1 43.033099 0.900000 -55.079549
170 1 33.886943 -1.150000 -61.133292
171 1 37.039973 0.900000 -59.276004
172 1 27.311132 -1.150000 -64.340550
173 1 30.641030 0.900000 -62.823018
174 1 20.436094 -1.150000 -66.842878
175 1 23.906376 0.900000 -65.681729
176 1 13.337154 -1.150000 -68.612861
177 1 16.909798 0.900000 -67.820816
178 1 6.092089 -1.150000 -69.631105
179 1 9.727953 0.900000 -69.216842
180 1 -1.219722 -1.150000 -69.886455
181 1 2.439527 0.900000 -69.854513
182 1 -8.518170 -1.150000 -69.376113
183 1 -4.875628 0.900000 -69.726842
184 1 -15.723291 -1.150000 -68.105671
185 1 -12.137364 0.900000 -68.835229
186 1 -22.756144 -1.150000 -66.089048
187 1 -19.266121 0.900000 -67.189440
188 1 -29.539675 -1.150000 -63.348338
189 1 -26.183793 0.900000 -64.807509
190 1 -35.999563 -1.150000 -59.913569
191 1 -32.814590 0.900000 -61.715533
192 1 -42.065032 -1.150000 -55.822374
193 1 -39.085863 0.900000 -57.947387
194 1 -47.669626 -1.150000 -51.119576
195 1 -44.928903 0.900000 -53.544356
196 1 -52.751942 -1.150000 -45.856700
197 1 -50.279691 0.900000 -48.554681
198 1 -57.256295 -1.150000 -40.091408
199 1 -55.079603 0.900000 -43.033030
200 1 -61.133335 -1.150000 -33.886866
201 1 -59.276051 0.900000 -37.039899
202 1 -64.340584 -1.150000 -27.311051
203 1 -62.823057 0.900000 -30.640951
204 1 -66.842904 -1.150000 -20.436010
205 1 -65.681759 0.900000 -23.906294
206 1 -68.612877 -1.150000 -13.337068
207 1 -67.820837 0.900000 -16.909713
208 1 -69.631112 -1.150000 -6.092002
209 1 -69.216854 0.900000 -9.727867
210 1 -69.886453 -1.150000 1.219810
211 1 -69.854516 0.900000 -2.439439
212 1 -69.376103 -1.150000 8.518257
213 1 -69.726836 0.900000 4.875716
214 1 -68.105651 -1.150000 15.723376
215 1 -68.835213 0.900000 12.137451
216 1 -66.089019 -1.150000 22.756227
217 1 -67.189416 0.900000 19.266205
218 1 -63.348301 -1.150000 29.539754
219 1 -64.807477 0.900000 26.183875
220 1 -59.913524 -1.150000 35.999638
221 1 -61.715491 0.900000 32.814668
222 1 -55.822321 -1.150000 42.065102
223 1 -57.947338 0.900000 39.085936
224 1 -51.119516 -1.150000 47.669690
225 1 -53.544299 0.900000 44.928970
226 1 -45.856634 -1.150000 52.751999
227 1 -48.554618 0.900000 50.279751
228 1 -40.091337 -1.150000 57.256345
229 1 -43.032961 0.900000 55.079657
230 1 -33.886789 -1.150000 61.133377
231 1 -37.039825 0.900000 59.276097
232 1 -27.310970 -1.150000 64.340619
233 1 -30.640872 0.900000 62.823095
234 1 -20.435927 -1.150000 66.842929
235 1 -23.906211 0.900000 65.681789
236 1 -13.336982 -1.150000 68.612894
237 1 -16.909628 0.900000 67.820858
238 1 -6.091914 -1.150000 69.631120
239 1 -9.727780 0.900000 69.216867
240 1 -2.439351 0.900000 69.854519
241 2 3.370461 -1.150000 64.310503
242 2 0.000088 0.900000 64.398764
243 2 10.074281 -1.150000 63.605893
244 2 6.731597 0.900000 64.045971
245 2 16.667725 -1.150000 62.204403
246 2 13.389353 0.900000 62.991476
247 2 23.078553 -1.150000 60.121387
248 2 19.900412 0.900000 61.246832
249 2 29.236527 -1.150000 57.379668
250 2 26.193437 0.900000 58.831154
251 2 35.074179 -1.150000 54.009284
252 2 32.199482 0.900000 55.770908
253 2 40.527551 -1.150000 50.047162
254 2 37.852741 0.900000 52.099624
255 2 45.536894 -1.150000 45.536712
256 2 43.091277 0.900000 47.857524
257 2 50.047324 -1.150000 40.527351
258 2 47.857696 0.900000 43.091087
259 2 54.009424 -1.150000 35.073964
260 2 52.099775 0.900000 37.852533
261 2 57.379784 -1.150000 29.236298
262 2 55.771037 0.900000 32.199259
263 2 60.121479 -1.150000 23.078313
264 2 58.831258 0.900000 26.193203
265 2 62.204470 -1.150000 16.667477
266 2 61.246911 0.900000 19.900167
267 2 63.605933 -1.150000 10.074027
268 2 62.991529 0.900000 13.389101
269 2 64.310516 -1.150000 3.370205
270 2 64.045998 0.900000 6.731341
271 2 64.310499 -1.150000 -3.370542
272 2 64.398764 0.900000 -0.000169
273 2 63.605881 -1.150000 -10.074361
274 2 64.045963 0.900000 -6.731677
275 2 62.204382 -1.150000 -16.667803
276 2 62.991459 0.900000 -13.389432
277 2 60.121358 -1.150000 -23.078628
278 2 61.246807 0.900000 -19.900488
279 2 57.379631 -1.150000 -29.236599
280 2 58.831121 0.900000 -26.193511
281 2 54.009240 -1.150000 -35.074247
282 2 55.770868 0.900000 -32.199551
283 2 50.047111 -1.150000 -40.527614
284 2 52.099576 0.900000 -37.852806
285 2 45.536655 -1.150000 -45.536951
286 2 47.857470 0.900000 -43.091337
287 2 40.527289 -1.150000 -50.047374
288 2 43.091027 0.900000 -47.857750
289 2 35.073896 -1.150000 -54.009468
290 2 37.852468 0.900000 -52.099822
291 2 29.236226 -1.150000 -57.379821
292 2 32.199189 0.900000 -55.771077
293 2 23.078238 -1.150000 -60.121508
294 2 26.193129 0.900000 -58.831291
295 2 16.667399 -1.150000 -62.204490
296 2 19.900091 0.900000 -61.246936
297 2 10.073948 -1.150000 -63.605946
298 2 13.389022 0.900000 -62.991546
299 2 3.370124 -1.150000 -64.310521
300 2 6.731261 0.900000 -64.046006
301 2 -3.370623 -1.150000 -64.310495
302 2 -0.000250 0.900000 -64.398764
303 2 -10.074441 -1.150000 -63.605868
304 2 -6.731757 0.900000 -64.045954
305 2 -16.667881 -1.150000 -62.204361
306 2 -13.389511 0.900000 -62.991442
307 2 -23.078704 -1.150000 -60.121329
308 2 -19.900565 0.900000 -61.246782
309 2 -29.236671 -1.150000 -57.379595
310 2 -26.193585 0.900000 -58.831088
311 2 -35.074315 -1.150000 -54.009196
312 2 -32.199621 0.900000 -55.770827
313 2 -40.527676 -1.150000 -50.047060
314 2 -37.852872 0.900000 -52.099529
315 2 -45.537008 -1.150000 -45.536598
316 2 -43.091397 0.900000 -47.857416
317 2 -50.047425 -1.150000 -40.527226
318 2 -47.857804 0.900000 -43.090967
319 2 -54.009512 -1.150000 -35.073829
320 2 -52.099870 0.900000 -37.852403
321 2 -57.379858 -1.150000 -29.236154
322 2 -55.771117 0.900000 -32.199119
323 2 -60.121537 -1.150000 -23.078162
324 2 -58.831324 0.900000 -26.193055
325 2 -62.204511 -1.150000 -16.667321
326 2 -61.246961 0.900000 -19.900014
327 2 -63.605959 -1.150000 -10.073868
328 2 -62.991563 0.900000 -13.388943
329 2 -64.310525 -1.150000 -3.370044
330 2 -64.046015 0.900000 -6.731181
331 2 -64.310490 -1.150000 3.370703
332 2 -64.398764 0.900000 0.000330
333 2 -63.605855 -1.150000 10.074520
334 2 -64.045946 0.900000 6.731838
335 2 -62.204340 -1.150000 16.667959
336 2 -62.991426 0.900000 13.389590
337 2 -60.121300 -1.150000 23.078779
338 2 -61.246757 0.900000 19.900642
339 2 -57.379558 -1.150000 29.236743
340 2 -58.831055 0.900000 26.193658
341 2 -54.009152 -1.150000 35.074383
342 2 -55.770787 0.900000 32.199691
343 2 -50.047009 -1.150000 40.527739
344 2 -52.099481 0.900000 37.852937
345 2 -45.536541 -1.150000 45.537065
346 2 -47.857362 0.900000 43.091457
347 2 -40.527163 -1.150000 50.047476
348 2 -43.090907 0.900000 47.857858
349 2 -35.073761 -1.150000 54.009556
350 2 -37.852337 0.900000 52.099917
351 2 -29.236082 -1.150000 57.379894
352 2 -32.199049 0.900000 55.771158
353 2 -23.078087 -1.150000 60.121566
354 2 -26.192981 0.900000 58.831357
355 2 -16.667243 -1.150000 62.204532
356 2 -19.899937 0.900000 61.246986
357 2 -10.073788 -1.150000 63.605971
358 2 -13.388864 0.900000 62.991580
359 2 -3.369963 -1.150000 64.310529
360 2 -6.731100 0.900000 64.046023
361 2 5.945328 -1.150000 67.957750
362 2 2.380543 0.900000 68.175771
363 2 13.016283 -1.150000 66.964014
364 2 9.493816 0.900000 67.553462
365 2 19.944630 -1.150000 65.236604
366 2 16.503073 0.900000 66.191021
367 2 26.654458 -1.150000 62.794447
368 2 23.331519 0.900000 64.103377
369 2 33.072254 -1.150000 59.664300
370 2 29.904339 0.900000 61.313402
371 2 39.127703 -1.150000 55.880458
372 2 36.149520 0.900000 57.851663
373 2 44.754460 -1.150000 51.484377
374 2 41.998639 0.900000 53.756088
375 2 49.890877 -1.150000 46.524221
376 2 47.387612 0.900000 49.071550
377 2 54.480679 -1.150000 41.054335
378 2 52.257395 0.900000 43.849372
379 2 58.473577 -1.150000 35.134648
380 2 56.554634 0.900000 38.146771
381 2 61.825826 -1.150000 28.830019
382 2 60.232248 0.900000 32.026224
383 2 64.500697 -1.150000 22.209521
384 2 63.249944 0.900000 25.554792
385 2 66.468884 -1.150000 15.345691
386 2 65.574658 0.900000 18.803375
387 2 67.708823 -1.150000 8.313729
388 2 67.180923 0.900000 11.845944
389 2 68.206928 -1.150000 1.190681
390 2 68.051137 0.900000 4.758727
391 2 67.957743 -1.150000 -5.945413
392 2 68.175768 0.900000 -2.380628
393 2 66.963997 -1.150000 -13.016367
394 2 67.553450 0.900000 -9.493901
395 2 65.236579 -1.150000 -19.944711
396 2 66.191001 0.900000 -16.503156
397 2 62.794414 -1.150000 -26.654537
398 2 64.103348 0.900000 -23.331599
399 2 59.664259 -1.150000 -33.072329
400 2 61.313364 0.900000 -29.904416
401 2 55.880409 -1.150000 -39.127773
402 2 57.851618 0.900000 -36.149593
403 2 51.484320 -1.150000 -44.754525
404 2 53.756036 0.900000 -41.998707
405 2 46.524158 -1.150000 -49.890936
406 2 49.071490 0.900000 -47.387673
407 2 41.054267 -1.150000 -54.480730
408 2 43.849306 0.900000 -52.257450
409 2 35.134575 -1.150000 -58.473621
410 2 38.146700 0.900000 -56.554682
411 2 28.829941 -1.150000 -61.825862
412 2 32.026149 0.900000 -60.232288
413 2 22.209440 -1.150000 -64.500725
414 2 25.554713 0.900000 -63.249976
415 2 15.345607 -1.150000 -66.468903
416 2 18.803293 0.900000 -65.574682
417 2 8.313644 -1.150000 -67.708833
418 2 11.845860 0.900000 -67.180937
419 2 1.190595 -1.150000 -68.206929
420 2 4.758641 0.900000 -68.051143
421 2 -5.945498 -1.150000 -67.957735
422 2 -2.380714 0.900000 -68.175765
423 2 -13.016451 -1.150000 -66.963981
424 2 -9.493986 0.900000 -67.553438
425 2 -19.944793 -1.150000 -65.236554
426 2 -16.503239 0.900000 -66.190980
427 2 -26.654615 -1.150000 -62.794380
428 2 -23.331680 0.900000 -64.103319
429 2 -33.072404 -1.150000 -59.664218
430 2 -29.904493 0.900000 -61.313327
431 2 -39.127843 -1.150000 -55.880360
432 2 -36.149666 0.900000 -57.851572
433 2 -44.754589 -1.150000 -51.484264
434 2 -41.998774 0.900000 -53.755983
435 2 -49.890994 -1.150000 -46.524096
436 2 -47.387735 0.900000 -49.071431
437 2 -54.480782 -1.150000 -41.054198
438 2 -52.257505 0.900000 -43.849241
439 2 -58.473665 -1.150000 -35.134502
440 2 -56.554730 0.900000 -38.146629
441 2 -61.825898 -1.150000 -28.829864
442 2 -60.232328 0.900000 -32.026073
443 2 -64.500753 -1.150000 -22.209359
444 2 -63.250008 0.900000 -25.554633
445 2 -66.468922 -1.150000 -15.345524
446 2 -65.574706 0.900000 -18.803211
447 2 -67.708843 -1.150000 -8.313560
448 2 -67.180952 0.900000 -11.845776
449 2 -68.206931 -1.150000 -1.190510
450 2 -68.051149 0.900000 -4.758556
451 2 -67.957728 -1.150000 5.945583
452 2 -68.175762 0.900000 2.380799
453 2 -66.963965 -1.150000 13.016535
454 2 -67.553426 0.900000 9.494070
455 2 -65.236529 -1.150000 19.944875
456 2 -66.190959 0.900000 16.503322
457 2 -62.794347 -1.150000 26.654694
458 2 -64.103289 0.900000 23.331760
459 2 -59.664176 -1.150000 33.072479
460 2 -61.313289 0.900000 29.904570
461 2 -55.880311 -1.150000 39.127913
462 2 -57.851527 0.900000 36.149738
463 2 -51.484208 -1.150000 44.754654
464 2 -53.755930 0.900000 41.998842
465 2 -46.524033 -1.150000 49.891052
466 2 -49.071371 0.900000 47.387797
467 2 -41.054130 -1.150000 54.480833
468 2 -43.849175 0.900000 52.257560
469 2 -35.134428 -1.150000 58.473709
470 2 -38.146558 0.900000 56.554778
471 2 -28.829786 -1.150000 61.825934
472 2 -32.025998 0.900000 60.232368
473 2 -22.209278 -1.150000 64.500781
474 2 -25.554554 0.900000 63.250040
475 2 -15.345441 -1.150000 66.468942
476 2 -18.803128 0.900000 65.574729
477 2 -8.313475 -1.150000 67.708854
478 2 -11.845692 0.900000 67.180967
479 2 -1.190424 -1.150000 68.206932
480 2 -4.758471 0.900000 68.051155
481 2 3.727480 -1.150000 71.130058
482 2 11.142182 -1.150000 70.350771
483 2 7.445035 0.900000 70.837495
484 2 18.434808 -1.150000 68.800706
485 2 14.808790 0.900000 69.671221
486 2 25.525458 -1.150000 66.496844
487 2 22.010297 0.900000 67.741613
488 2 32.336445 -1.150000 63.464428
489 2 28.970655 0.900000 65.069812
490 2 38.793147 -1.150000 59.736681
491 2 35.613603 0.900000 61.685092
492 2 44.824822 -1.150000 55.354445
493 2 41.866361 0.900000 57.624536
494 2 50.365386 -1.150000 50.365734
495 2 47.660421 0.900000 52.932632
496 2 55.354136 -1.150000 44.825204
497 2 52.932303 0.900000 47.660786
498 2 59.736413 -1.150000 38.793559
499 2 57.624247 0.900000 41.866759
500 2 63.464204 -1.150000 32.336883
501 2 61.684846 0.900000 35.614029
502 2 66.496668 -1.150000 25.525917
503 2 65.069612 0.900000 28.971104
504 2 68.800578 -1.150000 18.435283
505 2 67.741461 0.900000 22.010765
506 2 70.350694 -1.150000 11.142668
507 2 69.671118 0.900000 14.809271
508 2 71.130032 -1.150000 3.727971
509 2 70.837444 0.900000 7.445524
510 2 71.130053 -1.150000 -3.727570
511 2 71.227658 0.900000 0.000201
512 2 70.350757 -1.150000 -11.142271
513 2 70.837486 0.900000 -7.445123
514 2 68.800683 -1.150000 -18.434894
515 2 69.671202 0.900000 -14.808878
516 2 66.496812 -1.150000 -25.525541
517 2 67.741585 0.900000 -22.010382
518 2 63.464387 -1.150000 -32.336525
519 2 65.069776 0.900000 -28.970736
520 2 59.736632 -1.150000 -38.793222
521 2 61.685047 0.900000 -35.613681
522 2 55.354389 -1.150000 -44.824891
523 2 57.624483 0.900000 -41.866433
524 2 50.365671 -1.150000 -50.365449
525 2 52.932572 0.900000 -47.660487
526 2 44.825135 -1.150000 -55.354192
527 2 47.660720 0.900000 -52.932363
528 2 38.793484 -1.150000 -59.736462
529 2 41.866686 0.900000 -57.624299
530 2 32.336804 -1.150000 -63.464245
531 2 35.613952 0.900000 -61.684890
532 2 25.525834 -1.150000 -66.496700
533 2 28.971022 0.900000 -65.069648
534 2 18.435197 -1.150000 -68.800602
535 2 22.010680 0.900000 -67.741488
536 2 11.142580 -1.150000 -70.350708
537 2 14.809184 0.900000 -69.671137
538 2 3.727882 -1.150000 -71.130037
539 2 7.445435 0.900000 -70.837453
540 2 -3.727659 -1.150000 -71.130049
541 2 0.000112 0.900000 -71.227658
542 2 -11.142359 -1.150000 -70.350743
543 2 -7.445212 0.900000 -70.837477
544 2 -18.434981 -1.150000 -68.800660
545 2 -14.808965 0.900000 -69.671184
546 2 -25.525625 -1.150000 -66.496780
547 2 -22.010467 0.900000 -67.741557
548 2 -32.336604 -1.150000 -63.464347
549 2 -28.970818 0.900000 -65.069739
550 2 -38.793297 -1.150000 -59.736583
551 2 -35.613758 0.900000 -61.685002
552 2 -44.824961 -1.150000 -55.354333
553 2 -41.866505 0.900000 -57.624431
554 2 -50.365512 -1.150000 -50.365608
555 2 -47.660554 0.900000 -52.932512
556 2 -55.354248 -1.150000 -44.825065
557 2 -52.932422 0.900000 -47.660654
558 2 -59.736510 -1.150000 -38.793409
559 2 -57.624352 0.900000 -41.866614
560 2 -63.464286 -1.150000 -32.336724
561 2 -61.684935 0.900000 -35.613874
562 2 -66.496732 -1.150000 -25.525750
563 2 -65.069685 0.900000 -28.970941
564 2 -68.800625 -1.150000 -18.435111
565 2 -67.741516 0.900000 -22.010595
566 2 -70.350722 -1.150000 -11.142492
567 2 -69.671156 0.900000 -14.809097
568 2 -71.130042 -1.150000 -3.727793
569 2 -70.837462 0.900000 -7.445346
570 2 -71.130044 -1.150000 3.727748
571 2 -71.227658 0.900000 -0.000023
572 2 -70.350729 -1.150000 11.142447
573 2 -70.837467 0.900000 7.445301
574 2 -68.800636 -1.150000 18.435067
575 2 -69.671165 0.900000 14.809052
576 2 -66.496748 -1.150000 25.525708
577 2 -67.741530 0.900000 22.010552
578 2 -63.464306 -1.150000 32.336684
579 2 -65.069703 0.900000 28.970900
580 2 -59.736535 -1.150000 38.793371
581 2 -61.684958 0.900000 35.613835
582 2 -55.354277 -1.150000 44.825030
583 2 -57.624378 0.900000 41.866578
584 2 -50.365544 -1.150000 50.365576
585 2 -52.932453 0.900000 47.660620
586 2 -44.824996 -1.150000 55.354304
587 2 -47.660587 0.900000 52.932482
588 2 -38.793334 -1.150000 59.736559
589 2 -41.866542 0.900000 57.624404
590 2 -32.336644 -1.150000 63.464326
591 2 -35.613797 0.900000 61.684980
592 2 -25.525667 -1.150000 66.496764
593 2 -28.970859 0.900000 65.069721
594 2 -18.435024 -1.150000 68.800648
595 2 -22.010510 0.900000 67.741543
596 2 -11.142403 -1.150000 70.350736
597 2 -14.809009 0.900000 69.671174
598 2 -3.727704 -1.150000 71.130046
599 2 -7.445257 0.900000 70.837472
600 2 0.000067 0.900000 71.227658
