In2Se3_bronze from Matlab for Lammps
123 2 6.177474 -1.000000 -24.060603
124 2 9.144356 1.050000 -23.096635
125 2 -0.000231 -1.000000 -24.840970
126 2 3.113170 1.050000 -24.645120
127 2 -6.177922 -1.000000 -24.060488
128 2 -3.113628 1.050000 -24.645062
129 2 -11.967431 -1.000000 -21.768197
130 2 -9.144786 1.050000 -23.096465
131 2 -17.004982 -1.000000 -18.108130
132 2 -14.601343 1.050000 -20.096631
133 2 -20.974048 -1.000000 -13.310262
134 2 -19.140444 1.050000 -15.834052
135 2 -23.625238 -1.000000 -7.676062
136 2 -22.476880 1.050000 -10.576562
137 2 -24.791966 -1.000000 -1.559547
138 2 -24.401011 1.050000 -4.654507
139 2 -24.400925 -1.000000 4.654961
140 2 -24.791937 1.050000 1.560008
141 2 -22.476683 -1.000000 10.576980
142 2 -23.625095 1.050000 7.676502
143 2 -19.140149 -1.000000 15.834408
144 2 -20.973801 1.050000 13.310652
145 2 -14.600969 -1.000000 20.096903
146 2 -17.004646 1.050000 18.108446
147 2 -9.144356 -1.000000 23.096635
148 2 -11.967026 1.050000 21.768419
149 2 -3.113170 -1.000000 24.645120
150 2 -6.177474 1.050000 24.060603
151 2 5.958613 -1.000000 28.033254
152 2 2.398129 1.050000 28.559016
153 2 12.742999 -1.000000 25.670691
154 2 9.425126 1.050000 27.065392
155 2 18.726696 -1.000000 21.695144
156 2 15.859907 1.050000 23.871149
157 2 23.533725 -1.000000 16.356412
158 2 21.298153 1.050000 19.176994
159 2 26.862044 -1.000000 9.989946
160 2 25.398157 1.050000 13.277879
161 2 28.502522 -1.000000 2.995774
162 2 27.902301 1.050000 6.544465
163 2 28.352082 -1.000000 -4.186632
164 2 28.653241 1.050000 -0.600161
165 2 26.420176 -1.000000 -11.105978
166 2 27.603793 1.050000 -7.707078
167 2 22.828193 -1.000000 -17.327493
168 2 24.819897 1.050000 -14.329730
169 2 17.801831 -1.000000 -22.460259
170 2 20.476475 1.050000 -20.051992
171 2 11.656914 -1.000000 -26.181764
172 2 14.846441 1.050000 -24.514314
173 2 4.779551 -1.000000 -28.258173
174 2 8.283551 1.050000 -27.436312
175 2 -2.398129 -1.000000 -28.559016
176 2 1.200175 1.050000 -28.634385
177 2 -9.425126 -1.000000 -27.065392
178 2 -5.958613 1.050000 -28.033254
179 2 -15.859907 -1.000000 -23.871149
180 2 -12.742999 1.050000 -25.670691
181 2 -21.298153 -1.000000 -19.176994
182 2 -18.726696 1.050000 -21.695144
183 2 -25.398157 -1.000000 -13.277879
184 2 -23.533725 1.050000 -16.356412
185 2 -27.902301 -1.000000 -6.544465
186 2 -26.862044 1.050000 -9.989946
187 2 -28.653241 -1.000000 0.600161
188 2 -28.502522 1.050000 -2.995774
189 2 -27.603793 -1.000000 7.707078
190 2 -28.352082 1.050000 4.186632
191 2 -24.819897 -1.000000 14.329730
192 2 -26.420176 1.050000 11.105978
193 2 -20.476475 -1.000000 20.051992
194 2 -22.828193 1.050000 17.327493
195 2 -14.846441 -1.000000 24.514314
196 2 -17.801831 1.050000 22.460259
197 2 -8.283551 -1.000000 27.436312
198 2 -11.656914 1.050000 26.181764
199 2 -1.200175 -1.000000 28.634385
200 2 -4.779551 1.050000 28.258173
201 2 3.969168 -1.000000 31.420153
202 2 11.658343 -1.000000 29.445939
203 2 7.875859 1.050000 30.674927
204 2 18.614982 -1.000000 25.621528
205 2 15.256969 1.050000 27.752571
206 2 24.401973 -1.000000 20.187223
207 2 21.679427 1.050000 23.086419
208 2 28.655699 -1.000000 13.484480
209 2 26.739687 1.050000 16.969662
210 2 31.108881 -1.000000 5.934458
211 2 30.119794 1.050000 9.786640
212 2 31.607378 -1.000000 -1.988448
213 2 31.607363 1.050000 1.988686
214 2 30.119867 -1.000000 -9.786413
215 2 31.108926 1.050000 -5.934223
216 2 26.739814 -1.000000 -16.969461
217 2 28.655800 1.050000 -13.484264
218 2 21.679601 -1.000000 -23.086255
219 2 24.402126 1.050000 -20.187039
220 2 15.257178 -1.000000 -27.752456
221 2 18.615176 1.050000 -25.621388
222 2 7.876091 -1.000000 -30.674867
223 2 11.658565 1.050000 -29.445851
224 2 0.000119 -1.000000 -31.669864
225 2 3.969405 1.050000 -31.420123
226 2 -7.875859 -1.000000 -30.674927
227 2 -3.969168 1.050000 -31.420153
228 2 -15.256969 -1.000000 -27.752571
229 2 -11.658343 1.050000 -29.445939
230 2 -21.679427 -1.000000 -23.086419
231 2 -18.614982 1.050000 -25.621528
232 2 -26.739687 -1.000000 -16.969662
233 2 -24.401973 1.050000 -20.187223
234 2 -30.119794 -1.000000 -9.786640
235 2 -28.655699 1.050000 -13.484480
236 2 -31.607363 -1.000000 -1.988686
237 2 -31.108881 1.050000 -5.934458
238 2 -31.108926 -1.000000 5.934223
239 2 -31.607378 1.050000 1.988448
240 2 -28.655800 -1.000000 13.484264
241 2 -30.119867 1.050000 9.786413
242 2 -24.402126 -1.000000 20.187039
243 2 -26.739814 1.050000 16.969461
244 2 -18.615176 -1.000000 25.621388
245 2 -21.679601 1.050000 23.086255
246 2 -11.658565 -1.000000 29.445851
247 2 -15.257178 1.050000 27.752456
248 2 -3.969405 -1.000000 31.420123
249 2 -7.876091 1.050000 30.674867
250 2 -0.000119 1.050000 31.669864
