In2Se3_bronze from Matlab for Lammps
73 2 12.608145 -1.000000 9.520958
74 2 10.643996 1.050000 11.675586
75 2 15.196112 -1.000000 4.323442
76 2 14.142939 1.050000 7.042105
77 2 15.731760 -1.000000 -1.457979
78 2 15.731799 1.050000 1.457549
79 2 14.142746 -1.000000 -7.042492
80 2 15.195993 1.050000 -4.323858
81 2 10.643676 -1.000000 -11.675878
82 2 12.607884 1.050000 -9.521303
83 2 5.707119 -1.000000 -14.732371
84 2 8.317011 1.050000 -13.432844
85 2 -0.000216 -1.000000 -15.799176
86 2 2.902879 1.050000 -15.530205
87 2 -5.707522 -1.000000 -14.732215
88 2 -2.903303 1.050000 -15.530125
89 2 -10.643996 -1.000000 -11.675586
90 2 -8.317378 1.050000 -13.432616
91 2 -14.142939 -1.000000 -7.042105
92 2 -12.608145 1.050000 -9.520958
93 2 -15.731799 -1.000000 -1.457549
94 2 -15.196112 1.050000 -4.323442
95 2 -15.195993 -1.000000 4.323858
96 2 -15.731760 1.050000 1.457979
97 2 -12.607884 -1.000000 9.521303
98 2 -14.142746 1.050000 7.042492
99 2 -8.317011 -1.000000 13.432844
100 2 -10.643676 1.050000 11.675878
101 2 -2.902879 -1.000000 15.530205
102 2 -5.707119 1.050000 14.732371
103 2 5.947131 -1.000000 18.694573
104 2 2.410751 1.050000 19.469044
105 2 12.298793 -1.000000 15.283818
106 2 9.280989 1.050000 17.283479
107 2 16.989435 -1.000000 9.808899
108 2 14.897777 1.050000 12.763685
109 2 19.385559 -1.000000 3.009235
110 2 18.502538 1.050000 6.520084
111 2 19.163557 -1.000000 -4.196844
112 2 19.608429 1.050000 -0.604091
113 2 16.353410 -1.000000 -10.836116
114 2 18.066093 1.050000 -7.646679
115 2 11.334644 -1.000000 -16.011910
116 2 14.083831 1.050000 -13.656541
117 2 4.785071 -1.000000 -19.025207
118 2 8.199469 1.050000 -17.822012
119 2 -2.410751 -1.000000 -19.469044
120 2 1.207724 1.050000 -19.580521
121 2 -9.280989 -1.000000 -17.283479
122 2 -5.947131 1.050000 -18.694573
123 2 -14.897777 -1.000000 -12.763685
124 2 -12.298793 1.050000 -15.283818
125 2 -18.502538 -1.000000 -6.520084
126 2 -16.989435 1.050000 -9.808899
127 2 -19.608429 -1.000000 0.604091
128 2 -19.385559 1.050000 -3.009235
129 2 -18.066093 -1.000000 7.646679
130 2 -19.163557 1.050000 4.196844
131 2 -14.083831 -1.000000 13.656541
132 2 -16.353410 1.050000 10.836116
133 2 -8.199469 -1.000000 17.822012
134 2 -11.334644 1.050000 16.011910
135 2 -1.207724 -1.000000 19.580521
136 2 -4.785071 1.050000 19.025207
137 2 4.157774 -1.000000 22.242807
138 2 11.912037 -1.000000 19.238839
139 2 8.174085 1.050000 21.100092
140 2 18.057514 -1.000000 13.636559
141 2 15.244339 1.050000 16.722430
142 2 21.764224 -1.000000 6.192586
143 2 20.255762 1.050000 10.086311
144 2 22.531554 -1.000000 -2.087730
145 2 22.531531 1.050000 2.087980
146 2 20.255874 -1.000000 -10.086086
147 2 21.764292 1.050000 -6.192345
148 2 15.244525 -1.000000 -16.722261
149 2 18.057665 1.050000 -13.636359
150 2 8.174319 -1.000000 -21.100002
151 2 11.912250 1.050000 -19.238707
152 2 0.000125 -1.000000 -22.628070
153 2 4.158020 1.050000 -22.242761
154 2 -8.174085 -1.000000 -21.100092
155 2 -4.157774 1.050000 -22.242807
156 2 -15.244339 -1.000000 -16.722430
157 2 -11.912037 1.050000 -19.238839
158 2 -20.255762 -1.000000 -10.086311
159 2 -18.057514 1.050000 -13.636559
160 2 -22.531531 -1.000000 -2.087980
161 2 -21.764224 1.050000 -6.192586
162 2 -21.764292 -1.000000 6.192345
163 2 -22.531554 1.050000 2.087730
164 2 -18.057665 -1.000000 13.636359
165 2 -20.255874 1.050000 10.086086
166 2 -11.912250 -1.000000 19.238707
167 2 -15.244525 1.050000 16.722261
168 2 -4.158020 -1.000000 22.242761
169 2 -8.174319 1.050000 21.100002
170 2 -0.000125 1.050000 22.628070
