In2Se3_bronze from Matlab for Lammps
148 2 -19.924350 0.900000 -11.497853
149 2 -22.972754 -1.150000 -1.197049
150 2 -22.502512 0.900000 -4.776743
151 2 -22.217924 -1.150000 5.961895
152 2 -22.877105 0.900000 2.412133
153 2 -19.287393 -1.150000 12.537018
154 2 -21.011446 0.900000 9.364799
155 2 -14.468134 -1.150000 17.884447
156 2 -17.088231 0.900000 15.400412
157 2 -8.232076 -1.150000 21.480532
158 2 -11.491642 0.900000 19.927933
159 2 -1.189888 -1.150000 22.973126
160 2 -4.769728 0.900000 22.504000
161 2 4.054188 -1.150000 25.696404
162 2 11.797833 -1.150000 23.185184
163 2 8.024848 0.900000 24.745574
164 2 18.386169 -1.150000 18.403544
165 2 15.280200 0.900000 21.053672
166 2 23.174030 -1.150000 11.819727
167 2 21.039230 0.900000 15.300079
168 2 25.692563 -1.150000 4.078457
169 2 24.737983 0.900000 8.048218
170 2 25.695139 -1.150000 -4.062197
171 2 26.014257 0.900000 0.008231
172 2 23.181506 -1.150000 -11.805059
173 2 24.743071 0.900000 -8.032561
174 2 18.397812 -1.150000 -18.391904
175 2 21.048908 0.900000 -15.286762
176 2 11.812503 -1.150000 -23.177713
177 2 15.293520 0.900000 -21.043998
178 2 4.070449 -1.150000 -25.693833
179 2 8.040507 0.900000 -24.740490
180 2 -4.070206 -1.150000 -25.693872
181 2 0.000123 0.900000 -26.014258
182 2 -11.812284 -1.150000 -23.177825
183 2 -8.040274 0.900000 -24.740566
184 2 -18.397638 -1.150000 -18.392078
185 2 -15.293322 0.900000 -21.044142
186 2 -23.181394 -1.150000 -11.805277
187 2 -21.048764 0.900000 -15.286960
188 2 -25.695101 -1.150000 -4.062439
189 2 -24.742996 0.900000 -8.032795
190 2 -25.692602 -1.150000 4.078215
191 2 -26.014257 0.900000 0.007986
192 2 -23.174142 -1.150000 11.819508
193 2 -24.738059 0.900000 8.047985
194 2 -18.386342 -1.150000 18.403370
195 2 -21.039374 0.900000 15.299881
196 2 -11.798051 -1.150000 23.185073
197 2 -15.280398 0.900000 21.053528
198 2 -4.054430 -1.150000 25.696366
199 2 -8.025082 0.900000 24.745498
200 2 0.016095 0.900000 26.014253
