In2Se3_bronze from Matlab for Lammps

200 atoms

2 atom types

-27.014257 27.014257 xlo xhi
-2.150000 1.900000 ylo yhi
-27.014258 27.014253 zlo zhi

Masses

1 1.148180e+02
2 7.896000e+01

Atoms

1 1 5.280307 -1.150000 19.751499
2 1 2.124848 0.900000 20.334413
3 1 11.126488 -1.150000 17.152393
4 1 8.305695 0.900000 18.682044
5 1 15.883103 -1.150000 12.873631
6 1 13.673202 0.900000 15.200227
7 1 19.084357 -1.150000 7.334213
8 1 17.701754 0.900000 10.229919
9 1 20.416765 -1.150000 1.076587
10 1 19.996853 0.900000 4.257842
11 1 19.749852 -1.150000 -5.286463
12 1 20.333750 0.900000 -2.131187
13 1 17.148924 -1.150000 -11.131834
14 1 18.679454 0.900000 -8.311518
15 1 12.868680 -1.150000 -15.887115
16 1 15.195964 0.900000 -13.677939
17 1 7.328264 -1.150000 -19.086642
18 1 10.224401 0.900000 -17.704942
19 1 1.070223 -1.150000 -20.417100
20 1 4.251609 0.900000 -19.998179
21 1 -5.292619 -1.150000 -19.748203
22 1 -2.137525 0.900000 -20.333085
23 1 -11.137179 -1.150000 -17.145454
24 1 -8.317340 0.900000 -18.676863
25 1 -15.891125 -1.150000 -12.863727
26 1 -13.682675 0.900000 -15.191700
27 1 -19.088925 -1.150000 -7.322314
28 1 -17.708128 0.900000 -10.218882
29 1 -20.417432 -1.150000 -1.063859
30 1 -19.999503 0.900000 -4.245375
31 1 -19.746552 -1.150000 5.298774
32 1 -20.332417 0.900000 2.143863
33 1 -17.141981 -1.150000 11.142523
34 1 -18.674269 0.900000 8.323161
35 1 -12.858773 -1.150000 15.895134
36 1 -15.187434 0.900000 13.687410
37 1 -7.316363 -1.150000 19.091207
38 1 -10.213361 0.900000 17.711312
39 1 -1.057495 -1.150000 20.417763
40 1 -4.239141 0.900000 20.000826
41 1 1.276574 -1.150000 24.650665
42 1 8.833005 -1.150000 23.049142
43 1 5.117823 0.900000 24.147315
44 1 15.524460 -1.150000 19.190521
45 1 12.330603 0.900000 21.383198
46 1 20.695675 -1.150000 13.452657
47 1 18.335902 0.900000 16.525121
48 1 23.840255 -1.150000 6.397436
49 1 22.545649 0.900000 10.048813
50 1 24.650266 -1.150000 -1.284257
51 1 24.547602 0.900000 2.588470
52 1 23.046388 -1.150000 -8.840189
53 1 24.145719 0.900000 -5.125350
54 1 19.185681 -1.150000 -15.530441
55 1 21.379354 0.900000 -12.337268
56 1 13.446206 -1.150000 -20.699867
57 1 16.519405 0.900000 -18.341052
58 1 6.390005 -1.150000 -23.842248
59 1 10.041785 0.900000 -22.548780
60 1 -1.291941 -1.150000 -24.649865
61 1 2.580819 0.900000 -24.548408
62 1 -8.847373 -1.150000 -23.043631
63 1 -5.132876 0.900000 -24.144120
64 1 -15.536421 -1.150000 -19.180839
65 1 -12.343931 0.900000 -21.375507
66 1 -20.704057 -1.150000 -13.439753
67 1 -18.346201 0.900000 -16.513687
68 1 -23.844239 -1.150000 -6.382573
69 1 -22.551909 0.900000 -10.034756
70 1 -24.649461 -1.150000 1.299624
71 1 -24.549211 0.900000 -2.573167
72 1 -23.040872 -1.150000 8.854555
73 1 -24.142519 0.900000 5.140402
74 1 -19.175995 -1.150000 15.542399
75 1 -21.371659 0.900000 12.350593
76 1 -13.433299 -1.150000 20.708246
77 1 -16.507968 0.900000 18.351347
78 1 -6.375140 -1.150000 23.846227
79 1 -10.027726 0.900000 22.555036
80 1 -2.565514 0.900000 24.550012
81 2 2.990249 -1.150000 18.950900
82 2 -0.011737 0.900000 19.185360
83 2 8.701112 -1.150000 17.098796
84 2 5.918577 0.900000 18.249620
85 2 13.559914 -1.150000 13.572285
86 2 11.269312 0.900000 15.526777
87 2 17.090855 -1.150000 8.716700
88 2 15.516494 0.900000 11.283466
89 2 18.948165 -1.150000 3.007529
90 2 18.244216 0.900000 5.935216
91 2 18.949967 -1.150000 -2.996156
92 2 19.185363 0.900000 0.005757
93 2 17.096083 -1.150000 -8.706442
94 2 18.247774 0.900000 -5.924265
95 2 13.568057 -1.150000 -13.564144
96 2 15.523263 0.900000 -11.274151
97 2 8.711373 -1.150000 -17.093571
98 2 11.278629 0.900000 -15.520010
99 2 3.001623 -1.150000 -18.949102
100 2 5.929529 0.900000 -18.246065
101 2 -3.002063 -1.150000 -18.949032
102 2 -0.000223 0.900000 -19.185364
103 2 -8.711770 -1.150000 -17.093369
104 2 -5.929953 0.900000 -18.245927
105 2 -13.568373 -1.150000 -13.563829
106 2 -11.278990 0.900000 -15.519748
107 2 -17.096286 -1.150000 -8.706044
108 2 -15.523525 0.900000 -11.273790
109 2 -18.950036 -1.150000 -2.995716
110 2 -18.247912 0.900000 -5.923841
111 2 -18.948095 -1.150000 3.007970
112 2 -19.185363 0.900000 0.006203
113 2 -17.090652 -1.150000 8.717098
114 2 -18.244078 0.900000 5.935640
115 2 -13.559599 -1.150000 13.572600
116 2 -15.516232 0.900000 11.283827
117 2 -8.700715 -1.150000 17.098999
118 2 -11.268951 0.900000 15.527039
119 2 -2.989809 -1.150000 18.950969
120 2 -5.918153 0.900000 18.249758
121 2 5.941116 -1.150000 22.223489
122 2 2.390739 0.900000 22.879351
123 2 12.518977 -1.150000 19.299108
124 2 9.345146 0.900000 21.020194
125 2 17.870910 -1.150000 14.484852
126 2 15.384426 0.900000 17.102625
127 2 21.472825 -1.150000 8.252159
128 2 19.917178 0.900000 11.510272
129 2 22.972003 -1.150000 1.211370
130 2 22.499530 0.900000 4.790770
131 2 22.221636 -1.150000 -5.948043
132 2 22.878605 0.900000 -2.397870
133 2 19.295205 -1.150000 -12.524992
134 2 21.017281 0.900000 -9.351698
135 2 14.479281 -1.150000 -17.875424
136 2 17.097829 0.900000 -15.389756
137 2 8.245466 -1.150000 -21.475396
138 2 11.504063 0.900000 -19.920765
139 2 1.204209 -1.150000 -22.972379
140 2 4.783757 0.900000 -22.501022
141 2 -5.954970 -1.150000 -22.219781
142 2 -2.405001 0.900000 -22.877856
143 2 -12.531005 -1.150000 -19.291300
144 2 -9.358249 0.900000 -21.014365
145 2 -17.879936 -1.150000 -14.473708
146 2 -15.395085 0.900000 -17.093031
147 2 -21.477965 -1.150000 -8.238771
