In2Se3_bronze from Matlab for Lammps
93 1 -21.063892 -1.150000 50.109111
94 1 -24.168705 0.900000 48.687620
95 1 -14.617459 -1.150000 52.353992
96 1 -17.875950 0.900000 51.332846
97 1 -7.940499 -1.150000 53.773219
98 1 -11.301280 0.900000 53.168522
99 1 -1.138313 -1.150000 54.344410
100 1 -4.548381 0.900000 54.165698
101 1 1.226929 -1.150000 58.582051
102 1 8.559533 -1.150000 57.966339
103 1 4.902906 0.900000 58.389413
104 1 15.757149 -1.150000 56.436463
105 1 12.182380 0.900000 57.314498
106 1 22.706265 -1.150000 54.016549
107 1 19.269732 0.900000 55.335698
108 1 29.297290 -1.150000 50.744762
109 1 26.053187 0.900000 52.484221
110 1 35.426278 -1.150000 46.672700
111 1 32.425769 0.900000 48.805037
112 1 40.996573 -1.150000 41.864580
113 1 38.286976 0.900000 44.356167
114 1 45.920327 -1.150000 36.396232
115 1 43.544375 0.900000 39.207774
116 1 50.119889 -1.150000 30.353892
117 1 48.115052 0.900000 33.441050
118 1 53.529031 -1.150000 23.832853
119 1 51.926926 0.900000 27.146941
120 1 56.093988 -1.150000 16.935956
121 1 54.919881 0.900000 20.424708
122 1 57.774308 -1.150000 9.771969
123 1 57.046717 0.900000 13.380366
124 1 58.543493 -1.150000 2.453871
125 1 58.273891 0.900000 6.125006
126 1 58.389412 -1.150000 -4.902925
127 1 58.582051 0.900000 -1.226948
128 1 57.314494 -1.150000 -12.182399
129 1 57.966336 0.900000 -8.559552
130 1 55.335692 -1.150000 -19.269750
131 1 56.436458 0.900000 -15.757168
132 1 52.484213 -1.150000 -26.053205
133 1 54.016542 0.900000 -22.706283
134 1 48.805026 -1.150000 -32.425785
135 1 50.744753 0.900000 -29.297306
136 1 44.356154 -1.150000 -38.286991
137 1 46.672688 0.900000 -35.426293
138 1 39.207759 -1.150000 -43.544387
139 1 41.864567 0.900000 -40.996586
140 1 33.441034 -1.150000 -48.115063
141 1 36.396217 0.900000 -45.920339
142 1 27.146924 -1.150000 -51.926935
143 1 30.353876 0.900000 -50.119899
144 1 20.424690 -1.150000 -54.919888
145 1 23.832836 0.900000 -53.529039
146 1 13.380347 -1.150000 -57.046721
147 1 16.935938 0.900000 -56.093993
148 1 6.124987 -1.150000 -58.273893
149 1 9.771950 0.900000 -57.774312
150 1 -1.226967 -1.150000 -58.582050
151 1 2.453852 0.900000 -58.543494
152 1 -8.559571 -1.150000 -57.966333
153 1 -4.902944 0.900000 -58.389410
154 1 -15.757186 -1.150000 -56.436452
155 1 -12.182418 0.900000 -57.314490
156 1 -22.706300 -1.150000 -54.016534
157 1 -19.269768 0.900000 -55.335686
158 1 -29.297323 -1.150000 -50.744743
159 1 -26.053222 0.900000 -52.484204
160 1 -35.426309 -1.150000 -46.672677
161 1 -32.425801 0.900000 -48.805015
162 1 -40.996600 -1.150000 -41.864554
163 1 -38.287005 0.900000 -44.356142
164 1 -45.920351 -1.150000 -36.396201
165 1 -43.544400 0.900000 -39.207745
166 1 -50.119909 -1.150000 -30.353859
167 1 -48.115074 0.900000 -33.441019
168 1 -53.529047 -1.150000 -23.832818
169 1 -51.926944 0.900000 -27.146907
170 1 -56.093999 -1.150000 -16.935919
171 1 -54.919895 0.900000 -20.424672
172 1 -57.774315 -1.150000 -9.771931
173 1 -57.046725 0.900000 -13.380328
174 1 -58.543495 -1.150000 -2.453833
175 1 -58.273895 0.900000 -6.124968
176 1 -58.389408 -1.150000 4.902963
177 1 -58.582050 0.900000 1.226986
178 1 -57.314486 -1.150000 12.182437
179 1 -57.966331 0.900000 8.559590
180 1 -55.335679 -1.150000 19.269786
181 1 -56.436447 0.900000 15.757205
182 1 -52.484196 -1.150000 26.053239
183 1 -54.016527 0.900000 22.706318
184 1 -48.805005 -1.150000 32.425817
185 1 -50.744733 0.900000 29.297339
186 1 -44.356129 -1.150000 38.287020
187 1 -46.672665 0.900000 35.426324
188 1 -39.207731 -1.150000 43.544413
189 1 -41.864540 0.900000 40.996614
190 1 -33.441003 -1.150000 48.115085
191 1 -36.396186 0.900000 45.920362
192 1 -27.146890 -1.150000 51.926953
193 1 -30.353843 0.900000 50.119919
194 1 -20.424654 -1.150000 54.919901
195 1 -23.832801 0.900000 53.529055
196 1 -13.380309 -1.150000 57.046730
197 1 -16.935901 0.900000 56.094004
198 1 -6.124949 -1.150000 58.273897
199 1 -9.771912 0.900000 57.774318
200 1 -2.453814 0.900000 58.543496
201 2 3.334173 -1.150000 52.991777
202 2 0.000212 0.900000 53.096564
203 2 9.949514 -1.150000 52.156038
204 2 6.654976 0.900000 52.677855
205 2 16.407946 -1.150000 50.497767
206 2 13.204787 0.900000 51.428384
207 2 22.607614 -1.150000 48.043115
208 2 19.546350 0.900000 49.367857
209 2 28.450746 -1.150000 44.830795
210 2 25.579656 0.900000 46.528769
211 2 33.845193 -1.150000 40.911466
212 2 31.209554 0.900000 42.955894
213 2 38.705881 -1.150000 36.346938
214 2 36.347260 0.900000 38.705578
215 2 42.956153 -1.150000 31.209197
216 2 40.911747 0.900000 33.844853
217 2 46.528982 -1.150000 25.579269
218 2 44.831031 0.900000 28.450373
219 2 49.368020 -1.150000 19.545939
220 2 48.043303 0.900000 22.607214
221 2 51.428494 -1.150000 13.204359
222 2 50.497903 0.900000 16.407526
223 2 52.677910 -1.150000 6.654538
224 2 52.156120 0.900000 9.949081
225 2 53.096564 -1.150000 -0.000229
226 2 52.991804 0.900000 3.333732
227 2 52.677853 -1.150000 -6.654993
228 2 52.991776 0.900000 -3.334191
229 2 51.428380 -1.150000 -13.204803
230 2 52.156034 0.900000 -9.949531
231 2 49.367851 -1.150000 -19.546366
232 2 50.497761 0.900000 -16.407962
233 2 46.528760 -1.150000 -25.579671
234 2 48.043108 0.900000 -22.607629
235 2 42.955884 -1.150000 -31.209569
236 2 44.830785 0.900000 -28.450761
237 2 38.705567 -1.150000 -36.347273
238 2 40.911455 0.900000 -33.845206
239 2 33.844839 -1.150000 -40.911758
240 2 36.346925 0.900000 -38.705893
241 2 28.450359 -1.150000 -44.831041
242 2 31.209183 0.900000 -42.956164
243 2 22.607198 -1.150000 -48.043311
244 2 25.579253 0.900000 -46.528990
245 2 16.407509 -1.150000 -50.497908
246 2 19.545923 0.900000 -49.368026
247 2 9.949064 -1.150000 -52.156124
248 2 13.204342 0.900000 -51.428499
249 2 3.333715 -1.150000 -52.991806
250 2 6.654521 0.900000 -52.677913
251 2 -3.334208 -1.150000 -52.991775
252 2 -0.000247 0.900000 -53.096564
253 2 -9.949549 -1.150000 -52.156031
254 2 -6.655010 0.900000 -52.677851
255 2 -16.407979 -1.150000 -50.497756
256 2 -13.204820 0.900000 -51.428376
257 2 -22.607645 -1.150000 -48.043100
258 2 -19.546382 0.900000 -49.367844
259 2 -28.450775 -1.150000 -44.830776
260 2 -25.579686 0.900000 -46.528752
261 2 -33.845220 -1.150000 -40.911443
262 2 -31.209583 0.900000 -42.955873
263 2 -38.705905 -1.150000 -36.346913
264 2 -36.347285 0.900000 -38.705555
265 2 -42.956174 -1.150000 -31.209169
266 2 -40.911769 0.900000 -33.844826
267 2 -46.528998 -1.150000 -25.579238
268 2 -44.831050 0.900000 -28.450344
269 2 -49.368032 -1.150000 -19.545907
270 2 -48.043318 0.900000 -22.607183
271 2 -51.428503 -1.150000 -13.204325
272 2 -50.497914 0.900000 -16.407493
273 2 -52.677915 -1.150000 -6.654503
274 2 -52.156127 0.900000 -9.949046
275 2 -53.096564 -1.150000 0.000264
276 2 -52.991807 0.900000 -3.333698
277 2 -52.677848 -1.150000 6.655028
278 2 -52.991773 0.900000 3.334225
279 2 -51.428371 -1.150000 13.204837
280 2 -52.156028 0.900000 9.949566
281 2 -49.367838 -1.150000 19.546398
282 2 -50.497750 0.900000 16.407995
283 2 -46.528744 -1.150000 25.579701
284 2 -48.043093 0.900000 22.607661
285 2 -42.955863 -1.150000 31.209597
286 2 -44.830767 0.900000 28.450790
287 2 -38.705543 -1.150000 36.347298
288 2 -40.911432 0.900000 33.845233
289 2 -33.844813 -1.150000 40.911780
290 2 -36.346900 0.900000 38.705916
291 2 -28.450329 -1.150000 44.831059
292 2 -31.209155 0.900000 42.956184
293 2 -22.607167 -1.150000 48.043325
294 2 -25.579223 0.900000 46.529007
295 2 -16.407476 -1.150000 50.497919
296 2 -19.545891 0.900000 49.368039
297 2 -9.949029 -1.150000 52.156130
298 2 -13.204308 0.900000 51.428507
299 2 -3.333680 -1.150000 52.991808
300 2 -6.654486 0.900000 52.677917
301 2 5.949176 -1.150000 56.603341
302 2 2.383283 0.900000 56.865199
303 2 12.996546 -1.150000 55.411377
304 2 9.491591 0.900000 56.118095
305 2 19.838953 -1.150000 53.345542
306 2 16.450211 0.900000 54.485975
307 2 26.368488 -1.150000 50.438415
308 2 23.149400 0.900000 51.994578
309 2 32.482175 -1.150000 46.735845
310 2 29.483510 0.900000 48.683195
311 2 38.083599 -1.150000 42.296222
312 2 35.352648 0.900000 44.604049
313 2 43.084422 -1.150000 37.189561
314 2 40.664252 0.900000 39.821470
315 2 47.405777 -1.150000 31.496400
316 2 45.334557 0.900000 34.410883
317 2 50.979515 -1.150000 25.306520
318 2 49.289908 0.900000 28.457615
319 2 53.749274 -1.150000 18.717542
320 2 52.467928 0.900000 22.055553
321 2 55.671376 -1.150000 11.833377
322 2 54.818497 0.900000 15.305662
323 2 56.715506 -1.150000 4.762592
324 2 56.304545 0.900000 8.314391
325 2 56.865198 -1.150000 -2.383302
326 2 56.902636 0.900000 1.191997
327 2 56.118092 -1.150000 -9.491609
328 2 56.603339 0.900000 -5.949195
329 2 54.485969 -1.150000 -16.450228
330 2 55.411372 0.900000 -12.996565
331 2 51.994570 -1.150000 -23.149418
332 2 53.345535 0.900000 -19.838971
333 2 48.683186 -1.150000 -29.483526
334 2 50.438407 0.900000 -26.368504
335 2 44.604037 -1.150000 -35.352662
336 2 46.735834 0.900000 -32.482190
337 2 39.821457 -1.150000 -40.664265
338 2 42.296209 0.900000 -38.083613
339 2 34.410868 -1.150000 -45.334568
340 2 37.189547 0.900000 -43.084434
341 2 28.457598 -1.150000 -49.289918
342 2 31.496384 0.900000 -47.405787
343 2 22.055536 -1.150000 -52.467935
344 2 25.306504 0.900000 -50.979523
345 2 15.305644 -1.150000 -54.818502
346 2 18.717524 0.900000 -53.749281
347 2 8.314373 -1.150000 -56.304548
348 2 11.833359 0.900000 -55.671380
349 2 1.191979 -1.150000 -56.902637
350 2 4.762573 0.900000 -56.715507
351 2 -5.949213 -1.150000 -56.603337
352 2 -2.383320 0.900000 -56.865197
353 2 -12.996583 -1.150000 -55.411368
354 2 -9.491628 0.900000 -56.118089
355 2 -19.838988 -1.150000 -53.345529
356 2 -16.450246 0.900000 -54.485964
357 2 -26.368521 -1.150000 -50.438398
358 2 -23.149435 0.900000 -51.994563
359 2 -32.482206 -1.150000 -46.735823
360 2 -29.483542 0.900000 -48.683176
361 2 -38.083627 -1.150000 -42.296197
362 2 -35.352677 0.900000 -44.604026
363 2 -43.084446 -1.150000 -37.189533
364 2 -40.664278 0.900000 -39.821443
365 2 -47.405798 -1.150000 -31.496368
366 2 -45.334579 0.900000 -34.410853
367 2 -50.979531 -1.150000 -25.306487
368 2 -49.289927 0.900000 -28.457582
369 2 -53.749287 -1.150000 -18.717507
370 2 -52.467943 0.900000 -22.055518
371 2 -55.671384 -1.150000 -11.833340
372 2 -54.818507 0.900000 -15.305626
373 2 -56.715509 -1.150000 -4.762555
374 2 -56.304550 0.900000 -8.314354
375 2 -56.865197 -1.150000 2.383339
376 2 -56.902637 0.900000 -1.191960
377 2 -56.118086 -1.150000 9.491646
378 2 -56.603335 0.900000 5.949232
379 2 -54.485959 -1.150000 16.450264
380 2 -55.411364 0.900000 12.996601
381 2 -51.994555 -1.150000 23.149452
382 2 -53.345522 0.900000 19.839006
383 2 -48.683166 -1.150000 29.483558
384 2 -50.438389 0.900000 26.368537
385 2 -44.604014 -1.150000 35.352691
386 2 -46.735813 0.900000 32.482221
387 2 -39.821430 -1.150000 40.664291
388 2 -42.296184 0.900000 38.083641
389 2 -34.410838 -1.150000 45.334591
390 2 -37.189519 0.900000 43.084458
391 2 -28.457566 -1.150000 49.289936
392 2 -31.496353 0.900000 47.405808
393 2 -22.055501 -1.150000 52.467950
394 2 -25.306470 0.900000 50.979540
395 2 -15.305608 -1.150000 54.818512
396 2 -18.717489 0.900000 53.749293
397 2 -8.314336 -1.150000 56.304553
398 2 -11.833322 0.900000 55.671387
399 2 -1.191941 -1.150000 56.902638
400 2 -4.762536 0.900000 56.715511
401 2 3.762600 -1.150000 59.807218
402 2 11.228764 -1.150000 58.864041
403 2 7.510502 0.900000 59.452947
404 2 18.517844 -1.150000 56.992543
405 2 14.902711 0.900000 58.042827
406 2 25.514886 -1.150000 54.222238
407 2 22.059895 0.900000 55.717336
408 2 32.109544 -1.150000 50.596815
409 2 28.869182 0.900000 52.513149
410 2 38.197814 -1.150000 46.173450
411 2 35.223184 0.900000 48.480799
412 2 43.683682 -1.150000 41.021902
413 2 41.021695 0.900000 43.683877
414 2 48.480631 -1.150000 35.223414
415 2 46.173269 0.900000 38.198033
416 2 52.513012 -1.150000 28.869431
417 2 50.596663 0.900000 32.109784
418 2 55.717231 -1.150000 22.060160
419 2 54.222117 0.900000 25.515144
420 2 58.042756 -1.150000 14.902987
421 2 56.992455 0.900000 18.518115
422 2 59.452911 -1.150000 7.510785
423 2 58.863988 0.900000 11.229044
424 2 59.925458 -1.150000 0.000133
425 2 59.807200 0.900000 3.762884
426 2 59.452944 -1.150000 -7.510521
427 2 59.807217 0.900000 -3.762619
428 2 58.042822 -1.150000 -14.902730
429 2 58.864038 0.900000 -11.228783
430 2 55.717329 -1.150000 -22.059914
431 2 56.992537 0.900000 -18.517863
432 2 52.513140 -1.150000 -28.869199
433 2 54.222230 0.900000 -25.514904
434 2 48.480787 -1.150000 -35.223200
435 2 50.596805 0.900000 -32.109560
436 2 43.683863 -1.150000 -41.021709
437 2 46.173438 0.900000 -38.197829
438 2 38.198018 -1.150000 -46.173281
439 2 41.021888 0.900000 -43.683695
440 2 32.109767 -1.150000 -50.596673
441 2 35.223398 0.900000 -48.480643
442 2 25.515126 -1.150000 -54.222125
443 2 28.869414 0.900000 -52.513022
444 2 18.518096 -1.150000 -56.992461
445 2 22.060142 0.900000 -55.717238
446 2 11.229024 -1.150000 -58.863992
447 2 14.902968 0.900000 -58.042761
448 2 3.762864 -1.150000 -59.807202
449 2 7.510765 0.900000 -59.452914
450 2 -3.762639 -1.150000 -59.807216
451 2 0.000113 0.900000 -59.925458
452 2 -11.228802 -1.150000 -58.864034
453 2 -7.510541 0.900000 -59.452942
454 2 -18.517881 -1.150000 -56.992531
455 2 -14.902749 0.900000 -58.042817
456 2 -25.514922 -1.150000 -54.222221
457 2 -22.059932 0.900000 -55.717322
458 2 -32.109577 -1.150000 -50.596794
459 2 -28.869216 0.900000 -52.513131
460 2 -38.197844 -1.150000 -46.173425
461 2 -35.223215 0.900000 -48.480776
462 2 -43.683709 -1.150000 -41.021874
463 2 -41.021723 0.900000 -43.683850
464 2 -48.480654 -1.150000 -35.223382
465 2 -46.173294 0.900000 -38.198003
466 2 -52.513031 -1.150000 -28.869397
467 2 -50.596684 0.900000 -32.109751
468 2 -55.717246 -1.150000 -22.060124
469 2 -54.222133 0.900000 -25.515108
470 2 -58.042766 -1.150000 -14.902949
471 2 -56.992467 0.900000 -18.518077
472 2 -59.452916 -1.150000 -7.510746
473 2 -58.863995 0.900000 -11.229005
474 2 -59.925458 -1.150000 -0.000093
475 2 -59.807203 0.900000 -3.762845
476 2 -59.452939 -1.150000 7.510560
477 2 -59.807215 0.900000 3.762658
478 2 -58.042812 -1.150000 14.902768
479 2 -58.864030 0.900000 11.228822
480 2 -55.717314 -1.150000 22.059950
481 2 -56.992525 0.900000 18.517900
482 2 -52.513121 -1.150000 28.869233
483 2 -54.222213 0.900000 25.514940
484 2 -48.480764 -1.150000 35.223231
485 2 -50.596784 0.900000 32.109593
486 2 -43.683836 -1.150000 41.021738
487 2 -46.173413 0.900000 38.197859
488 2 -38.197988 -1.150000 46.173306
489 2 -41.021859 0.900000 43.683722
490 2 -32.109734 -1.150000 50.596694
491 2 -35.223366 0.900000 48.480666
492 2 -25.515091 -1.150000 54.222142
493 2 -28.869380 0.900000 52.513041
494 2 -18.518059 -1.150000 56.992473
495 2 -22.060105 0.900000 55.717253
496 2 -11.228986 -1.150000 58.863999
497 2 -14.902930 0.900000 58.042770
498 2 -3.762825 -1.150000 59.807204
499 2 -7.510726 0.900000 59.452918
500 2 -0.000074 0.900000 59.925458
